id;Texto;Etiqueta
1004;Es muy esencial para nosotros porque nos enseñó muchas cosas desconocidas sobre java.;Proveer desafíos intelectuales
1005;"Al principio no sabía nada sobre Java, así que las primeras clases fueron difíciles para mí. Pero sus explicaciones sobre la programación orientada a objetos fueron muy claras y sencillas. Por lo tanto, después de algunos prácticos se volvió normal. Luego no pude asistir a algunas clases y ahora tengo algunos problemas. Sin embargo, sus métodos de enseñanza y las actividades en el salón de clase fueron muy eficientes y me ayudaron mucho. Gracias, señora.";"Alineamiento constructivo; Andamiaje inadecuado o insuficiente; Aprendizaje basado en problemas; Claridad y comprensibilidad de las explicaciones; Estructura del curso; Falta de orientaciones generales sobre nuevos contenidos"
1006;"Es bueno que hayamos recibido ejercicios semanales en JAVA. Creo que no deberíamos haber recibido el proyecto del semestre al inicio del curso, cuando la mayoría de nosotros no sabíamos mucho sobre JAVA y conceptos de OOP. Y respecto al proyecto del semestre, en algunas instancias me sentí como que la descripción dada no era suficiente para construir el juego. Porque aún hay áreas grises en las que no estamos claros sobre qué debería suceder en tal instancia en la simulación. Pero gracias a ese proyecto del semestre pude entender los conceptos y aprendí JAVA en una medida considerable.";"Andamiaje inadecuado o insuficiente; Aprendizaje basado en proyectos; Ausencia de acompañamiento; Estructura del curso; Falta de tareas preparatorias"
1007;"En general, la serie de clases ha sido muy beneficiosa para mí. Señora, sería mucho mejor si pudiera discutir más escenarios de ejemplo durante la clase.";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento; Estructura del curso"
1008;Bueno. Pero no se puede ver lo que escribes en el pizarrón si estamos atrás.;Ausencia de acompañamiento
1009;Debo decir que el ejemplo que se hizo al final llenó algunas de mis lagunas sobre los diagramas UML.;Ejemplificación contextualizada
1010;Genial... Los ejemplos y las actividades en clase (programas de escritura) fueron muy útiles.;"Alineamiento constructivo; Ejemplificación contextualizada"
1011;"Por primera vez hago java, las clases me ayudaron a sentar una base para java. Siento que las clases me ayudaron mucho.";"Alineamiento constructivo; Claridad y comprensibilidad de las explicaciones"
1012;Las clases estuvieron bien organizadas y detalladas.;"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1013;"Durante las últimas 7 semanas, este módulo fue mi favorito y realmente obtuve una gran comprensión sobre conceptos de programación orientada a objetos, así como de programación en java. Hacer preguntas durante la clase fue muy útil para nosotros. Estoy muy contento si la profesora sigue este estilo de enseñanza por el resto de nuestro semestre.";"Autoevaluación de los estudiantes; Claridad y comprensibilidad de las explicaciones; Fomento de preguntas y discusiones"
1014;Las clases fueron buenas.;Estructura del curso
1015;"Entendí muy bien los conceptos de POO. Las clases fueron excelentes. Sin embargo, tuve muchos problemas con mi juego porque soy nuevo en java. Sé que no tienes tiempo para enseñarnos java, pero sería genial si pudieras darnos algunos consejos adicionales relacionados con el proyecto de la semester en las próximas clases. Gracias.";"Andamiaje inadecuado o insuficiente; Aprendizaje basado en proyectos; Ausencia de acompañamiento; Autoevaluación de los estudiantes"
1016;"""Las clases fueron muy útiles para entender la POO.""";Claridad y comprensibilidad de las explicaciones
1017;"""Las clases fueron bastante buenas. No fueron muy rápidas y no fueron difíciles de entender. Aprendí muchas cosas.""";"Claridad y comprensibilidad de las explicaciones; Sensibilidad del profesor al nivel y progreso de la clase"
1018;"""las clases son muy buenas, se esfuerzan por hacer que todos los estudiantes del salón entiendan, son muy útiles.""";"Claridad y comprensibilidad de las explicaciones; Sensibilidad del profesor al nivel y progreso de la clase"
1019;"""Puedes hablar con claridad y entender bien las cosas que enseñas. Las diapositivas de presentación también son una buena fuente para consultar. Si puedes hacer más preguntas de ejemplos dentro del salón de clase, nos ayudará a entender mejor los principios.""";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones"
1020;Pude obtener una visión clara sobre la POO y sus conceptos.;Claridad y comprensibilidad de las explicaciones
1021;"Creo que aprendí mucho de los códigos que escribes en el pizarrón. Cuando comparo mis códigos con los tuyos, puedo aprender sobre mis errores y las buenas prácticas de codificación que debo seguir. Por lo tanto, creo que sería genial si pudiéramos discutir más ejemplos en clase.";"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Modelado"
1022;"""Tu estilo de enseñanza es muy atractivo. Si puedes hacer más ejemplos en el salón, podemos aprender más cosas.""";Andamiaje inadecuado o insuficiente
1023;"Es realmente bueno que el profesor explique la mayoría de los conceptos con ejemplos, nos ayuda a entenderlos mejor. Pero si te sientas atrás, no puedes ver correctamente lo que está en la pizarra porque es demasiado pequeña y el profesor escribe con letras pequeñas por eso. En general, las clases son comprensibles y buenas.";"Ausencia de acompañamiento; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
1024;Las clases estaban bien organizadas con presentaciones que las respaldaban. Los ejemplos en clase ayudaron a entender el contenido de una manera más interactiva porque la señorita Marcia se movía por el salón haciendo preguntas. Las clases fueron bastante claras. Pero las proyecciones en ese fondo blanco no siempre eran visibles con claridad para las personas en las filas de atrás. La señorita Marcia nos animó a hacer preguntas si había alguna duda y procedió con las clases de una manera más interactiva. Las diapositivas de las clases se subían a moodle cada semana. Y creo que sería mucho mejor si las subieran el domingo por la noche porque así los estudiantes tendríamos tiempo de revisar las diapositivas antes de venir a la clase.;"Ausencia de acompañamiento; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Estructura del curso; Fomento de preguntas y discusiones"
1025;Las diapositivas de la clase y los ejemplos estaban bien organizados y fáciles de entender. Explicó los códigos de ejemplo un poco lento.;"Andamiaje inadecuado o insuficiente; Claridad de los materiales de clase; Ejemplificación contextualizada"
1026;Me gustó mucho la forma en que se enseñó la materia. Los ejemplos ayudaron mucho a entender los conceptos. Todo sobre la enseñanza me pareció bien. No pude encontrar nada que requiera alteración.;"Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
1027;"""Realmente aprecio el estilo de enseñanza de la señora Marcia. Mantener interacciones con los estudiantes, hacer preguntas, dar actividades en clase y discutirlas dentro del salón fueron muy útiles para mí para desarrollar mis habilidades de programación orientada a objetos. Además, es muy fácil concentrarse en la lección a lo largo de todo el salón debido a la forma interesante de enseñar.""";"Alineamiento constructivo; Estimulación del interés de los estudiantes; Fomento de preguntas y discusiones; Relación cercana"
1028;"En realidad, las clases estuvieron claras para mí. Si pueden describir los conceptos utilizando escenarios prácticos, creo que será más útil para que los entendamos. En general, las clases estuvieron bien.";"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Sin aplicación de conocimientos y habilidades en diferentes contextos"
1029;La profesora explicó los conceptos de POO de manera clara con ejemplos. Las clases fueron interesantes. Queremos más ejemplos de escenarios y respuestas con explicaciones en el futuro.;"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Sin aplicación de conocimientos y habilidades en diferentes contextos"
1030;"""Las clases fueron buenas, fáciles de entender.""";Claridad y comprensibilidad de las explicaciones
1031;Fue muy bueno. Hubiera sido mejor si las actividades de programación en clase se hubieran podido hacer en computadoras en lugar de en papel.;Estimulación del interés de los estudiantes
1032;Las clases fueron realmente buenas. Había mucha gente que vino sin conocer Java ynoch así fuiste muy apoyo. 5/5 para mí.;"Estructura del curso; Relación cercana"
1033;"Estimada señora, no tengo ninguna queja en su contra. Siempre nos motiva a trabajar en esta materia y nos hace preguntas. Gracias por ser una buena profesora.";"Entusiasmo del profesor sobre el curso; Fomento de preguntas y discusiones"
1034;Me gusta tu estilo de enseñanza y lo hiciste muy bien en todo.;Claridad y comprensibilidad de las explicaciones
1035;"Una de las mejores clases hasta ahora. Muy fácil de entender porque el método de enseñanza es excelente. Cuando vine a la primera clase no sabía nada sobre POO, pero ahora sé algo sin haber hecho ni un esfuerzo extra. Discutir una pregunta usando java todos los días es muy útil para llevar un registro de nuestros errores y para mejorar. Finalmente, aprovecho para agradecer, así que muchísimas gracias señora por su apoyo.";"Activación de conocimiento previo; Autoevaluación de los estudiantes; Claridad y comprensibilidad de las explicaciones; Fomento de preguntas y discusiones"
1036;"Me gusta tu estilo de enseñanza, realmente nos ayuda a entender los principios básicos.";Claridad y comprensibilidad de las explicaciones
1037;"En realidad, la enseñanza es muy buena y se pueden entender fácilmente los conceptos con los ejemplos que se dan en clase. Sería aún más útil si también se proporcionaran preguntas resueltas. ¡Gracias!";"Andamiaje inadecuado o insuficiente; Ausencia de modelación; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
1038;"""Usted enseña muy bien, señora, casi entendí todo lo que ha estado enseñando en las 7 clases anteriores.""";"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones"
1039;Las clases fueron claras y fáciles de entender. Sería mejor si la profesora pudiera hacer más ejemplos en clase.;"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones"
1041;"""Bueno... Las diapositivas de la clase estaban bien preparadas con ejemplos adecuados. Pude entender bien los conceptos básicos.""";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones"
1042;"""Las clases son muy claras y útiles para entender los principios básicos de la programación orientada a objetos. Las diapositivas de la clase están bien organizadas y se discuten ejemplos adecuados durante la clase. El proyecto del semestre es una muy buena oportunidad para desarrollar nuestras habilidades de codificación. Señora, si puede discutir más ejemplos en la clase, sería muy útil. En mi opinión, estoy de acuerdo con el estilo de enseñanza.""";"Andamiaje inadecuado o insuficiente; Aprendizaje basado en proyectos; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Estimulación del interés de los estudiantes; Fomento de preguntas y discusiones"
1043;Las clases fueron buenas porque estaban construidas de manera comprensible. Pero hay un pequeño problema. A veces lo que se escribe en el pizarrón no es muy claro porque el pizarrón es demasiado pequeño. Hay que borrar y escribir el resto. Puede causar alguna ambigüedad.;"Alineamiento constructivo; Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones"
1044;"""Las clases fueron buenas, estaban bien estructuradas.""";Estructura del curso
1045;"""Pude obtener una comprensión clara del tema ya que las clases se desarrollaban de manera gradual. En mi opinión, las clases estaban bien estructuradas y recomendaban buenos materiales.""";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1046;"Bueno :) por favor repasa al inicio de la clase, es mejor para nosotros. A veces la velocidad de enseñanza es muy alta. ¡Gracias! :)";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento; Falta de tareas preparatorias"
1047;"""Las diapositivas de la clase estaban bien organizadas y los ejemplos que se hicieron en el salón ayudaron mucho a aprender este nuevo lenguaje y también los principios de la programación orientada a objetos. Me motivó bastante. Hubiera sido mejor si hubiéramos discutido más sobre las soluciones de los ejercicios de programación.""";"Andamiaje inadecuado o insuficiente; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Entusiasmo del profesor sobre el curso"
1048;"Sorprendentemente, las clases fueron muy amigables y lo mejor es que dan tiempo para pensar una respuesta durante la clase. Nos ayuda a entender el material del curso mientras estamos en clase : - )";"Claridad y comprensibilidad de las explicaciones; Fomento de preguntas y discusiones"
1050;"Al principio algunos de nosotros tuvimos dificultades para seguir en la clase porque no habíamos estudiado java antes. Creo que no fue culpa del profesor. Aparte de eso, no hubo problemas.";"Andamiaje inadecuado o insuficiente; Falta de tareas preparatorias"
1051;"""El profesor fue puntual. Pude aprender muchas cosas nuevas. Al inicio del semestre, no tenía idea sobre POO y java. Pero ahora tengo algunos conocimientos sobre ellos gracias a las clases. Las actividades en clase ayudaron mucho a mejorar el conocimiento. En general, las clases fueron buenas.""";"Alineamiento constructivo; Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1052;"""El método de enseñanza del profesor es muy bueno. Ella explica las clases muy bien y hace preguntas en el salón. En mi opinión, la clase sería más efectiva para nosotros si ella explicara los ejemplos un poco más despacio.""";"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Fomento de preguntas y discusiones"
1053;Hubo buenas explicaciones;Claridad y comprensibilidad de las explicaciones
1054;"Asistí a las 7 clases y aprendí muchas cosas sobre conceptos básicos de POO, especialmente cosas que no conocía porque seguí algunos tutoriales en video antes del comienzo del segundo semestre. Pero la retroalimentación está incompleta, si olvido decir que hubo veces que no entendimos. Por ejemplo, el polimorfismo. En general, la sesión de clases fue excelente, bien organizada y muy útil. Muchas gracias, señora.";"Alineamiento constructivo; Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1056;Las clases estuvieron bien estructuradas y bien organizadas. Fue fácil de entender. Las diapositivas de la clase y los laboratorios también estuvieron bien organizados.;"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1057;"""Tu estilo de enseñanza me ayudó a entender los principios básicos de los conceptos de Programación Orientada a Objetos. Creo que lo enseñaste muy bien.""";Claridad y comprensibilidad de las explicaciones
1058;Las clases estaban bien organizadas y fáciles de entender.;"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1059;"""Las clases estaban bien organizadas. Explicaba bien. Usaba ejemplos del mundo real. Tenía un buen contacto con los estudiantes durante la clase y dio oportunidad de hacer cualquier pregunta relacionada con la lección.""";"Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Estructura del curso; Relación cercana"
1061;Las series de conferencias fueron muy útiles para mí para entender los conceptos básicos de POO. ¡Genial! :);"Alineamiento constructivo; Estructura del curso"
1062;"Llegué a CSE sin conocimiento alguno de POO o Java, ahora sé bastante sobre POO. Las diapositivas y las pruebas en clase son buenas.";"Autoevaluación de los estudiantes; Calidad y equidad en los exámenes; Claridad de los materiales de clase"
1063;Me gusta tu manera de enseñar y la funcionalidad.;Claridad y comprensibilidad de las explicaciones
1064;"""Desde la primera clase, se introdujeron conceptos de programación orientada a objetos utilizando incidentes de la vida real. Así que pude asegurarme de que esta serie de clases sería más interesante de estudiar. Tuve una buena interacción con los estudiantes y se nos incentivó a hacer preguntas. Las actividades en clase fueron útiles para entender los conceptos de programación. Como sugerencia, sería una buena idea que el departamento dé una idea breve sobre la POO en el programa de familiarización de campo del primer semestre. Así, los estudiantes que estén dispuestos a ingresar al departamento de CSE podrán practicar algunos lenguajes de programación antes de llegar al departamento.""";"Alineamiento constructivo; Ejemplificación contextualizada; Falta de orientaciones generales sobre nuevos contenidos; Falta de tareas preparatorias; Fomento de preguntas y discusiones"
1065;"Estoy satisfecho con las primeras 7 clases, esa forma de enseñar es realmente buena también para las clases siguientes.";Claridad y comprensibilidad de las explicaciones
1066;"""Las diapositivas de la clase, las explicaciones fueron muy claras. Es muy bueno permitir hacer preguntas y explicar nuevamente con ejemplos adecuados. A veces, algunos códigos en la pizarra eran poco claros desde atrás. En general muy bueno !!!""";"Andamiaje inadecuado o insuficiente; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Fomento de preguntas y discusiones; Relación cercana"
1067;"Hacer que construyéramos códigos en clase fue bueno porque pudimos verificar hasta qué punto habíamos aprendido correctamente los conceptos. Los conceptos se enseñaron bien. Si se hubieran explicado más ejemplos para cada sección, habría sido mejor.";"Alineamiento constructivo; Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Proveer desafíos intelectuales"
1068;"La serie de conferencias fue bastante buena, muy entendible. Aprendí muchas cosas. Necesitamos más ejercicios prácticos sobre el tema después de enseñar cada teoría/concepto para que podamos entenderlos mejor.";"Andamiaje inadecuado o insuficiente; Estructura del curso"
1071;"""Todas las 7 clases fueron explicadas de manera clara y tuvieron un buen contenido también. La forma en que se describieron los conceptos de la programación orientada a objetos fueron fáciles de entender. Los ejemplos prácticos que se utilizaron para explicar los conceptos y los ejercicios que se realizaron durante el tiempo de clase fueron realmente útiles. Las diapositivas de la clase también fueron buenas y útiles.""";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
1072;Las clases fueron buenas y claras. Y no fueron demasiado rápidas. Escribir código fue un poco confuso porque no conocía java antes.;"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Estructura del curso; Falta de tareas preparatorias"
1073;"Las clases son buenas... pero un poco veloces. Una actividad de trabajo en clase es indispensable. Así que por favor, agregue otra hora los jueves, señora.";Andamiaje inadecuado o insuficiente
1074;"""Honestamente, las últimas siete clases han sido buenas. Las clases son comprensibles. Las diapositivas de la clase son muy útiles también para estudiar por nuestra cuenta. La oportunidad dada para hacer preguntas al profesor es de agradecer.""";"Claridad de los materiales de clase; Estructura del curso; Fomento de preguntas y discusiones; Relación cercana"
1075;"El contenido estaba bien organizado, se enseñaron bien los conceptos de POO con ejemplos. Los ejercicios en clase fueron perfectos, las tareas que se daban todos los días pulían nuestros conocimientos.";"Activación de conocimiento previo; Alineamiento constructivo; Claridad de los materiales de clase; Estructura del curso; Proveer desafíos intelectuales"
1076;Las primeras 7 clases han sido realmente buenas. La enseñanza es muy clara y precisa.;"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1077;"""Enseña con buenos ejemplos y es fácil de entender. ¡Muchas gracias!""";"Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
1078;"""Creo que la serie de clases fue muy buena y aprendí mucho, no solo sobre programación orientada a objetos, sino también sobre Java. Practicar códigos en clase realmente me ayudó a mejorar mi capacidad para escribir códigos. Si pudieras hacer más ejemplos en clase, sería aún mejor.""";"Andamiaje inadecuado o insuficiente; Estructura del curso; Proveer desafíos intelectuales"
1079;"Estaban bien estructurados y pude aprender conceptos fundamentales de programación orientada a objetos. No sabía nada de java al principio, pero ahora estoy en condiciones de aprender más y programar en java ya que comprendí los principios básicos de java. Pude entender los conceptos bien gracias a las diapositivas de las clases y las actividades en el salón estaban bien organizadas y también fueron puntuales. La sección de repaso también fue muy útil y ayudó a recordar las clases anteriores.";"Activación de conocimiento previo; Autoevaluación de los estudiantes; Claridad de los materiales de clase; Estructura del curso"
1080;"""Las demostraciones de codificación son bastante claras. Sería mejor y más útil si se utilizaran más ejemplos en las diapositivas de la clase.""";"Andamiaje inadecuado o insuficiente; Modelado"
1081;La serie de conferencias hasta ahora ha sido realmente útil para mejorar mi conocimiento sobre esta materia. Creo que sería realmente útil si se discutieran más ejemplos durante la conferencia.;"Andamiaje inadecuado o insuficiente; Estructura del curso"
1082;"""El entorno de aprendizaje fue bueno. Sería mejor si pudieras explicar los principios con ejemplos contrarios (usando partes de código). En general, la clase fue buena e interesante.""";"Andamiaje inadecuado o insuficiente; Entusiasmo del profesor sobre el curso"
1083;"La charla del invitado fue muy buena, pudimos obtener un muy buen conocimiento sobre los conceptos básicos de la programación orientada a objetos (OOP) y lo que necesitamos para adaptarnos a la industria. Además, tuvimos una idea sobre las ventajas de utilizar OOP para crear sistemas. Esperamos con interés tener otra sesión con el señor Bob sobre OOP.";"Estimulación del interés de los estudiantes; Estructura del curso"
1085;"Esta clase es realmente muy útil para nosotros. En realidad, entendí todo lo que dijo, por favor déjenle un par de días más para completar esa clase.";Claridad y comprensibilidad de las explicaciones
1086;"""Pienso que tiene mucha experiencia en este campo y también en dar clases. Como él dijo, me gustaría que regresara y diera más clases para nosotros.""";Entusiasmo del profesor sobre el curso
1087;"""El profesor fue muy audible y claro para los estudiantes. Logré entender claramente sobre la abstracción, algo que no podía visualizar con claridad en los libros. Es una lástima que el profesor no pudo terminar toda la charla dentro del tiempo asignado. Pero podría haber cubierto más temas en el tiempo que se tomó para dar una introducción tan extensa sobre sí mismo. Espero verlo en el futuro dando el resto de la charla.""";"Claridad y comprensibilidad de las explicaciones; Desorganización; Relación cercana"
1089;Sería muy útil si diera un par de clases más.;Andamiaje inadecuado o insuficiente
1090;"Señor, creo que su clase fue muy importante y exitosa, deseo participar más. Gracias.";Entusiasmo del profesor sobre el curso
1092;"Es muy útil para nosotros, conocemos mucha información nueva y obtenemos nuevas ideas de esa clase.";Estimulación del interés de los estudiantes
1095;La clase fue beneficiosa para nosotros que estábamos luchando por comprender los conceptos de programación orientada a objetos.;Estructura del curso
1096;"Gracias señor por su clase, es agradable y útil para aprender, pero el tiempo parece muy corto.";"Desorganización; Relación cercana"
1097;"La clase fue buena, sería mejor si tuviera más tiempo.";Andamiaje inadecuado o insuficiente
1098;Fue muy útil. Él explica las cosas a fondo y con detalle. Pero no pudo cubrir todos los temas. Espero que cubra esos temas en otra clase. Espero otra sesión con él.;"Claridad y comprensibilidad de las explicaciones; Desorganización"
1099;"Como principiante en POO, obtuve muchas cosas importantes de su clase. Él presentó una visión clara del tema. De verdad le agradecería si pudiera ser tan amable de organizar otra clase con él. Muchas gracias.";Claridad y comprensibilidad de las explicaciones
1100;Fue muy útil para tener una idea de qué es la POO con sus ejemplos prácticos. Ojalá hubiera podido completar la clase.;"Desorganización; Ejemplificación contextualizada"
1101;"La clase estuvo bien. El profesor nos dio mucha información sobre el campo y las tendencias actuales del área de Ciencias de la Computación. Si es posible, por favor realicen otra clase al final del módulo del curso. Gracias.";Ejemplificación contextualizada
1104;Fue bueno. Fue bueno ver y compartir las experiencias de alguien que trabaja en este campo. Espero que tengamos más conferencias valiosas de personas como él.;"Entusiasmo del profesor sobre el curso; Estructura del curso"
1105;La sesión fue realmente exitosa. Aprendí mucho sobre cosas que no conocía antes. Esta sesión aumentó mi interés en la POO. Espero que haya más y más conferencias de invitados del señor Bob.;"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Estructura del curso"
1106;"Fue realmente bueno. La forma de explicar es bien ritmada y bien organizada. Centrarse en los fundamentos es muy bueno, ya que la mayoría de nosotros somos nuevos en POO. Espero aprender más del señor Bob.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1107;Fue una gran experiencia tomar clases con un experto en la industria. Su presentación estuvo bien preparada y concisa. Sentí un sentido real del mundo laboral en cuanto a programación.;"Aplicación del conocimiento; Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso"
1108;Fue realmente bueno. Nos ayudó mucho. Sería mejor si pudiera regresar un par de veces más.;Relación cercana
1109;"""Es muy bueno y nos motiva. Queremos más de tu parte...""";Entusiasmo del profesor sobre el curso
1111;"La clase estuvo bien, pero creo que sería mejor dar una charla como esa poate hacia el final del módulo o incluso a mitad de él, porque al principio del módulo tenemos muy pocos conocimientos sobre los temas... la clase estuvo bien, creo que sería mejor hacerla en la parte final...";"Desorganización; Estimulación del interés de los estudiantes"
1112;"Creo que la conferencia fue buena, pero sería mejor realizar este tipo de conferencia al final del módulo.";"Alineamiento constructivo; Desorganización"
1113;Fue bueno y me ayudó a aprender los conceptos básicos de Programación Orientada a Objetos. Espero con interés asistir a más clases como esa.;Claridad y comprensibilidad de las explicaciones
1114;Fue muy útil para nosotros tener una mejor comprensión sobre conceptos básicos de programación orientada a objetos. Me formé una buena idea sobre los conceptos de programación orientada a objetos después de esta charla. Muchas gracias señor. Sugiero que sería mejor si tuviéramos otra sesión de clase.;Claridad y comprensibilidad de las explicaciones
1116;"La clase fue realmente interesante ya que el señor Bob explicaba las teorías con aplicaciones en el mundo real. Las ideas y los conceptos se discutieron de una manera sencilla y paso a paso, lo que nos permitió entenderlos fácilmente. La experiencia y el conocimiento que tenía en relación con la materia lo hacían digno de confianza. Y fue realmente útil que la clase se llevara a cabo en nuestra segunda semana en el departamento...";"Aplicación del conocimiento; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Entusiasmo del profesor sobre el curso"
1117;"Fue una charla realmente interesante sobre conceptos de POO y algunas informaciones importantes sobre la industria. Pero creo que el tiempo no es suficiente, así que sería una gran oportunidad si puedieras dar otra charla. Muchas gracias.";"Andamiaje inadecuado o insuficiente; Desorganización; Estructura del curso"
1118;"Estuvo bien, pero el tiempo dado no fue suficiente. No pude seguir la explicación sobre Abstracción. Espero que dé otra charla sobre Programación Orientada a Objetos.";"Alineamiento constructivo; Andamiaje inadecuado o insuficiente; Desorganización"
1119;Es muy útil. Nos dio muchos consejos que son muy útiles para nuestros estudios. Pido a nuestro departamento que organicen su charla como invitado en el futuro.;Ejemplificación contextualizada
1120;"Sí, es bastante bueno. Nos enseña desde lo básico. Muy buena clase para principiantes para conocer qué es el lenguaje orientado a objetos y cómo funciona. Realmente lo aprecio.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1121;"En esos días tenía una gran confusión con la POO. Pero después de la charla pude entender la idea principal de la POO y el UML. La clase estuvo bien organizada para que cualquiera pueda entender, incluso los principiantes en POO, y no fue una charla aburrida en absoluto. Le estaríamos agradecidos, profesor, si puede gestionar tiempo para nosotros para hacer las diapositivas restantes otro día.";"Alineamiento constructivo; Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento; Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1122;Fue realmente útil para tener una idea sobre los conceptos de POO. Sería mejor si hay alguna posibilidad de invitarlo para otra sesión.;Estructura del curso
1123;"La clase estuvo bien, pero no pude concentrarme en la lectura porque no saqué mucho de ella.";"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
1124;La conferencia fue bastante interesante y comprensible. Aprecio el hecho de que el profesor se tomó el tiempo suficiente para explicar los temas y hacerlos más claros.;"Claridad y comprensibilidad de las explicaciones; Relación cercana"
1125;Fue una gran experiencia y espero con interés la próxima sesión como mencionó.;Entusiasmo del profesor sobre el curso
1126;Creo que el señor Bob lo hizo fascinantemente bien en la clase. Su organización de ideas y la forma de presentar fue maravillosa. Sus ideas se grabaron claramente en nuestras mentes gracias a la forma en que las presentó. Tengo muchas ganas de verlo de nuevo para continuar con la clase.;Claridad y comprensibilidad de las explicaciones
1127;"Estimado señor, fue una gran clase en la que aprendimos mucho. Señor, creo que es un privilegio para nosotros estar en su clase. Por favor, extienda esta clase para nosotros en otra sesión. ¡Muchas gracias!";Claridad y comprensibilidad de las explicaciones
1128;Fue realmente interesante. Aprendimos mucho sobre los conceptos básicos y la forma en que debemos adaptarnos a CSE desde el principio. Espero que dé más conferencias en el futuro.;Claridad y comprensibilidad de las explicaciones
1130;"""Sus explicaciones sobre la POO fueron realmente buenas y nos dio algunos ejemplos muy buenos del mundo real. Nos gustaría tener otra charla con él.""";"Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada"
1131;Fue muy bueno y se pudo entender bien con el método de enseñanza. Logramos entender de manera lógica los conceptos enseñados dentro del salón. Gracias.;Claridad y comprensibilidad de las explicaciones
1132;Está bien. Sería lo mejor si tuviera un poco más de tiempo :);Desorganización
1133;"Primero, gracias por tus clases. Los diagramas que nos diste para herencia y otros temas son muy útiles. Si puedes dar otra clase para la parte de balance, sería genial.";"Andamiaje inadecuado o insuficiente; Claridad de los materiales de clase"
1134;"Fue una charla muy útil, pero algunas explicaciones no se entendieron correctamente ya que somos nuevos en programación orientada a objetos. Sin embargo, se nos brindó más conocimiento en pocas horas.";"Andamiaje inadecuado o insuficiente; Desorganización; Estructura del curso"
1135;"Fue una buena sesión y realmente la aprecié. Como la POO es algo nuevo para mí, me beneficié mucho y pude captar algunos consejos. Sería mejor si pudiéramos tener el resto de la clase otro día. Por favor, programe la sesión restante para la parte final del semestre porque podemos ganar algunos conocimientos de nuestro módulo y esos conocimientos podrían ser repasados en esta clase.";"Andamiaje inadecuado o insuficiente; Desorganización"
1136;Bueno. Utilizó buenos ejemplos para explicar el concepto de POO. Gracias.;Claridad y comprensibilidad de las explicaciones
1137;Es muy útil para nosotros. Estamos esperando otra charla.;Estructura del curso
1138;"""Dictó una buena clase, fue interesante e iluminadora. Pero creo que pudo haber hecho más con el tiempo que tenía.""";"Claridad y comprensibilidad de las explicaciones; Falta de desafíos intelectuales"
